movie_id,cast_id,cast_name,actor_gender,actor_id,cast_character
10781,17,"R. Lee Ermey",2,17,"Uncle Charlie Hewitt / Sheriff Hoyt"
11176,17,"Edgar Bergen",2,17,"Himself / Charlie McCarthy - (voice)"
11565,17,"Martin Lawrence",2,17,"Malcolm / Big Momma"
11802,17,"Zack Shada",2,17,"Comet / Nava Boy (voice)"
11827,17,"John Candy",2,17,"Desk Sergeant / Dan / Den / Robot (voice)"
17979,17,"Ryan Ochoa",2,17,"Tattered Caroler / Beggar Boy / Young Cratchit Boy / Ignorance Boy / Young Boy with Sleigh"
19959,17,"Trevor Donovan",0,17,"Surrie / Greer"
24940,17,"Jay Brazeau",2,17,"Halloran / Strukov"
36658,17,"Alan Cumming",2,17,"Kurt Wagner / Nightcrawler"
36668,17,"Daniel Cudmore",2,17,"Piotr Rasputin / Colossus"
52032,17,"Euan Morton",0,17,"Bicyclist / Rude Veterinarian (voice)"
55616,17,"Sarah Murphy-Dyson",0,17,"Vampiress / Nun / Maid"
71679,17,"Oded Fehr",2,17,"Todd / Carlos"
76285,17,"Stanley Tucci",2,17,"Mr. D / Dionysus"
83542,17,"Jim Sturgess",2,17,"Adam Ewing / Poor Hotel Guest / Megan's Dad / Highlander / Hae-Joo Chang / Adam / Zachry Brother-in-Law"
87827,17,"Ayush Tandon",2,17,"Pi Patel (11 / 12 Years)"
103328,17,"Leos Carax",0,17,"Le dormeur / Voix Limousine"
127585,17,"Daniel Cudmore",2,17,"Piotr Rasputin / Colossus"
134374,17,"Christopher Jestin Langstaff",0,17,"Nine-Year-Old Boy/Rusty"
137106,17,"Will Arnett",2,17,"Batman / Bruce Wayne (voice)"
153795,17,"Kristen Williams",1,17,"Nikki / Craps Table Girl #1"
223702,17,"Bill Hader",2,17,"Firewater / Tequila / El Guaco (voice)"
227783,17,"Robert Tinkler",2,17,"Redline/ Buddy"
228161,17,"Brian Stepanek",2,17,"Gorg Commander / Father (voice)"
246655,17,"Evan Peters",2,17,"Peter Maximoff / Quicksilver"
271110,17,"Anthony Mackie",2,17,"Sam Wilson / Falcon"
280391,17,"Charlotte Des Georges",0,17,"Fleura / Victoire (voice)"
121,18,"John Rhys-Davies",2,18,"Gimli / Voice of Treebeard"
165,18,"Elisabeth Shue",1,18,"Jennifer Parker / Jennifer McFly"
196,18,"Lea Thompson",1,18,"Maggie McFly / Lorraine McFly"
762,18,"John Cleese",0,18,"Second Swallow-Savvy Guard / The Black Knight / Peasant 3 / Sir Lancelot the Brave / Taunting French Guard / Tim the Enchanter"
811,18,"Cheryl Sparks",1,18,"Drone 1/Dewey"
1497,18,"Leif Tilden",2,18,"Donatello / Foot #3"
1537,18,"Michael Pitt",0,18,"Music Teacher/Conductor"
2057,18,"Thomas Jane",2,18,"Walter Downs/Billy/Mephisto"
10393,18,"Michael Jace",2,18,"Earl Wilkinson / Ray Smith"
10439,18,"Larry Bagby",2,18,"Ernie / 'Ice'"
11412,18,"David Morse",2,18,"Luke / Daedalus"
11459,18,"Mary Elizabeth Winstead",1,18,"Gwen Grayson / Royal Pain"
11827,18,"Don Francks",2,18,"Grimaldi / Co-Pilot / Barbarian (voice)"
14112,18,"Donna Marie Recco",1,18,"Melissa / Mistress Victoria"
17979,18,"Bobbi Page",0,18,"Tattered Caroler / Well-Dressed Caroler"
20352,18,"Pierre Coffin",2,18,"Tim the Minion / Bob the Minion / Mark the Minion / Phil the Minion / Stuart the Minion (voice)"
30141,18,"Carla Gugino",1,18,"Betty Dark / Hooker"
36668,18,"Ben Foster",2,18,"Warren Worthington III / Angel"
37799,18,"Armie Hammer",2,18,"Cameron Winklevoss / Tyler Winklevoss"
44564,18,"Nathan Geist",0,18,"Young Chrysler Employee / Package Delivery Man / Dodge Stratus Guy / ... (uncredited)"
55567,18,"Dexter Darden",2,18,"MC John / 'Diverse' Male Singing Group"
55616,18,"Carrie Broda",1,18,"Maid / Nun"
57800,18,"Alan Tudyk",2,18,"Milton / Hunky Siren (voice)"
64328,18,"Matt Vogel",0,18,"Sgt. Floyd Pepper / Camilla / Sweetums / 80's Robot / Lew Zealand / Uncle Deadly / Roowlf / Crazy Harry (voice)"
68718,18,"James Remar",2,18,"Butch Pooch / Ace Speck"
77953,18,"Kya Haywood",2,18,"Dylan/Clay Huggins"
81188,18,"Olivia Mattingly",0,18,"Pippa / Jack's Sister (voice)"
83542,18,"Ben Whishaw",2,18,"Cabin Boy / Robert Frobisher / Store Clerk / Georgette / Tribesman"
145220,18,"Peter Linz",2,18,"Walter / Manolo Flamingo (voice)"
146631,18,"Joey Ansah",2,18,"Police Officer / Black Ops Soldier"
153518,18,"Danielle Brooks",1,18,"Olive Blue / Monica the Crossing Guard (voice)"
175574,18,"Carlos Ponce",2,18,"Narrator/Alejandro (voice)"
199933,18,"Jeff Yagher",2,18,"Jeff Allen / Narrator"
209112,18,"Ben Affleck",2,18,"Bruce Wayne / Batman"
239571,18,"Robby Rasmussen",0,18,"Bobby / Aaron"
246655,18,"Sophie Turner",1,18,"Jean Grey / Phoenix"
271110,18,"Jeremy Renner",2,18,"Clint Barton / Hawkeye"
297761,18,"Adewale Akinnuoye-Agbaje",2,18,"Waylon Jones / Killer Croc"
187,19,"Jaime King",1,19,Goldie/Wendy
425,19,"Alan Tudyk",2,19,"Lenny / Oscar / Dab (voice)"
588,19,"Jodelle Ferland",1,19,Sharon/Alessa
1726,19,"Robert Downey Jr.",2,19,"Tony Stark / Iron Man"
2294,19,"Jason Lee",2,19,"Brodie Bruce/Banky Edwards"
8413,19,"Noah Huntley",2,19,"Burning Man / Edward Corrick"
8814,19,"Brian Steele",2,19,"Hell Knight / Curtis Stahl"
8916,19,"John Mahoney",2,19,"Grebs / Drunk Scout / Additional Voices (voice)"
9387,19,Mako,2,19,"The Wizard / Narrator"
9823,19,"J.J. Perry",0,19,"Cyrax / Scorpion"
9824,19,"Greg Kinnear",2,19,"Captain Amazing / Lance"
10138,19,"Don Cheadle",2,19,"Lt. Col. James \Rhodey\ Rhodes / War Machine"
10353,19,"Pierre Vial",0,19,"Eusaebe / Monsieur Ferdinand"
11411,19,"Christopher Reeve",2,19,"Superman / Clark Kent"
13460,19,"Stephen Hughes",2,19,"Soldier #1 / Johnson"
14199,19,"Sasha Pieterse",1,19,"Marissa / Ice Princess"
15186,19,"Terence Stamp",2,19,Wilson/Himself
17979,19,"Ron Bottitta",2,19,"Tattered Caroler / Well-Dressed Caroler"
36658,19,"Aaron Stanford",2,19,"John Allerdyce / Pyro"
43090,19,"Aieisha Li",0,19,"Chinese Lady W / Glasses"
55616,19,"Gail Stefanek",1,19,"Maid / Vampiress"
57158,19,"Benedict Cumberbatch",2,19,"Smaug / The Necromancer"
64328,19,"David Rudman",0,19,"Scooter / Janice / Miss Poogy / Wayne (voice)"
83542,19,"Zhou Xun",1,19,"Talbot / Hotel Manager / Yoona-939 / Rose"
145220,19,"Steve Whitmire",2,19,"Kermit the Frog / Foo Foo / Statler / Beaker / Lips / Rizzo the Rat / Link Hogthrob / The Newsman (voice)"
153518,19,"Tony Hale",2,19,"Ross / Cyrus / Mime (voice)"
175541,19,"Tyrese Gibson",2,19,"Loot / Tyson"
209112,19,"Gal Gadot",1,19,"Diana Prince / Wonder Woman"
246655,19,"Alexandra Shipp",1,19,"Ororo Munroe / Storm"
299687,19,"Talitha Bateman",1,19,"Allison / \Teacup\"
417859,19,"Tom Wheeler",2,19,"Bartender / Mean Boy / Wagon Driver / Hotel Owner / Rodrigo (voice)"
253,20,"Yaphet Kotto",0,20,"Kananga/Mr. Big"
415,20,"Uma Thurman",1,20,"Dr. Pamela Isley / Poison Ivy"
500,20,"Harvey Keitel",2,20,"Mr. White/Larry Dimmick"
630,20,"Frank Morgan",2,20,"Professor Marvel / The Wizard of Oz"
788,20,"Robin Williams",2,20,"Daniel Hillard / Mrs. Doubtfire"
2639,20,"Tobey Maguire",2,20,"Harvey Stern/Harry's Character"
2661,20,"Burt Ward",2,20,"Robin / Dick Grayson"
8872,20,"Robert Patrick",2,20,"Bad Cop / T-1000"
9447,20,"Nathan Kress",2,20,"Easy / Tough Pup (voice)"
9894,20,"Ben Stiller",2,20,"Sam Sweet / Stan Sweet"
10179,20,"Daryl Keith Roach",2,20,"Fitzcairn / Prisoner"
10329,20,"James Karen",2,20,"College President / Elliot's Boss"
10468,20,"Joanne Pankow",1,20,"Saleslady / Night Tech"
10535,20,"Stephanie Romanov",1,20,"Victoria / Barbara Dahl"
10588,20,"Sean Hayes",2,20,"Mr. Humberfloob / Voice of the Fish"
11624,20,"Woody Allen",2,20,"Victor / Fabrizio / The Fool / Sperm"
11983,20,"Tony V\u00e1zquez",0,20,"Fred / Marco"
13805,20,"Ike Barinholtz",2,20,"Wolf / Javier Bardem Look-A-Like / Police Officer / Hellboy / Batman / Beowulf / Prince Caspian"
17979,20,"Sammi Hanratty",1,20,"Beggar Boy / Young Cratchit Girl / Want Girl"
20352,20,"Jack McBrayer",2,20,"Carnival Barker / Tourist Dad (voice)"
24363,20,"Erykah Badu",1,20,"Lady / Bernadette"
36658,20,"Shawn Ashmore",2,20,"Bobby Drake / Iceman"
55616,20,"Janet Sartore",0,20,"Maid / Nun"
76170,20,"Famke Janssen",1,20,"Jean Grey / Phoenix"
83542,20,"David Gyasi",2,20,"Autua / Lester Rey / Duophsyte"
99861,20,"Elizabeth Olsen",1,20,"Wanda Maximoff / Scarlet Witch"
137106,20,"Will Ferrell",2,20,"Lord Business / President Business / The Man Upstairs (voice)"
246655,20,"Tye Sheridan",2,20,"Scott Summers / Cyclops"
270946,20,"Stephen Kearin",0,20,"Pilot / Aquarium Employee (voice)"
273899,20,"Jonny Beauchamp",0,20,"Ray / Ramona"
290751,20,"Joe Cole",2,20,"Marzin / Beckwith"
293660,20,"Stefan Kapi\u010di\u0107",2,20,"Piotr Rasputin / Colossus (voice)"
297761,20,"Karen Fukuhara",1,20,"Tatsu Yamashiro / Katana"
417859,20,"Conrad Vernon",2,20,"Raoul / Soldier (voice)"
96,21,"Ronny Cox",2,21,"Capt./Chief Andrew Bogomil"
321,21,"Tara Nicodemo",1,21,"Yolanda/Woman in Airplane/Jolene"
630,21,"Ray Bolger",0,21,"\Hunk\ / The Scarecrow"
1090,21,"Craig Bierko",2,21,"Douglas Hall/John Ferguson/David"
1635,21,"Scarlett Johansson",1,21,"Jordan Two Delta / Sarah Jordan"
1894,21,"Silas Carson",2,21,"Ki-Adi-Mundi / Viceroy Nute Gunray"
2080,21,"Tahyna Tozzi",1,21,"Kayla's Sister / Emma"
3594,21,"Jim Carrey",2,21,"Walter Sparrow / Fingerling"
8355,21,"Kelly Keaton",0,21,"Molehog Mom / Shovelmouth Mom (voice)"
10428,21,"Matthew Lillard",2,21,"Emmanuel Goldstein / 'Cereal Killer'"
10437,21,"Dave Goelz",2,21,"The Great Gonzo as Charles Dickens / Robert Marley / Dr. Bunsen Honeydew / Betina Cratchit / Rat / Zoot"
10800,21,"Rob Paulsen",2,21,"Gwizdo / Bat / Lensflair (voice)"
10808,21,"David Cross",2,21,"Dog / Animal Groupie #2 (voice)"
11284,21,"Cassandra Rachel Friel",0,21,"Little Maggie / Katherine Krueger"
11560,21,"Jim Caviezel",2,21,"Tom Kubik / Sgt. Ron Chapman"
11827,21,"Susan Roman",1,21,"Girl / Satellite (voice)"
17979,21,"Julian Holloway",2,21,"Fat Cook / Portly Gentleman #2 / Business Man #3"
19905,21,"Nancy Young",1,21,"Customer / Rioter (uncredited)"
23629,21,"Alan C. Peterson",2,21,"Mayor / Lighter Orderly"
36658,21,"Kelly Hu",1,21,"Yuriko Oyama / Lady Deathstrike"
44040,21,"Geoffrey Arend",2,21,"Salesman / Vince McCormick"
55616,21,"Jennifer Welsman",0,21,"Gargoyle / Nun"
64328,21,"Steve Whitmire",2,21,"Kermit / Beaker / Statler / Rizzo / Link Hogthrob / The Newsman (voice)"
72559,21,"Lee Byung-hun",2,21,"Tommy Arashikage / Storm Shadow"
76170,21,"Svetlana Khodchenkova",0,21,"Madame Hydra / Viper"
83542,21,"Robert Fyfe",2,21,"Old Salty Dog / Mr. Meeks / Prescient 1"
99861,21,"Aaron Taylor-Johnson",2,21,"Pietro Maximoff / Quicksilver"
103328,21,"Geoffrey Carey",2,21,"Le photographe / Voix Limousine"
109445,21,"Ciar\u00e1n Hinds",2,21,"Pabbie / Grandpa (voice)"
109451,21,"Cody Cameron",2,21,"Barry/ Dill Pickle (voice)"
127585,21,"Adan Canto",2,21,"Roberto da Costa / Sunspot"
145220,21,"Eric Jacobson",2,21,"Miss Piggy / Fozzie Bear / Animal / Sam Eagle (voice)"
150540,21,"Paula Pell",0,21,"Dream Director // Mom's Anger // Additional Voices (voice)"
188927,21,"Joe Taslim",2,21,"Manas/Anderson Le"
206563,21,"Gisele Fr\u00f3es",0,21,"Santos's wife / Esposa de Santos"
227783,21,"James Kee",0,21,"Rat / Armoured Guard (voice)"
246655,21,"Kodi Smit-McPhee",2,21,"Kurt Wagner / Nightcrawler"
297761,21,"Adam Beach",2,21,"Christopher Weiss / Slipknot"
315011,21,"Taro Suwa",2,21,"Tahara  Ministry of Internal Affairs and Communications / Disaster Management Division"
196,22,"Christopher Wynne",2,22,"Buford Tannen's Gang / Needles' Gang"
364,22,"Michael Keaton",2,22,"Bruce Wayne/Batman"
415,22,"Alicia Silverstone",0,22,"Barbara Wilson / Batgirl"
425,22,"Peter Ackerman",2,22,"Dodo / Macrauchenia (voice)"
630,22,"Bert Lahr",2,22,"\Zeke\ / The Cowardly Lion"
950,22,"Caitlin Rose Anderson",0,22,"Glypto Boy Billy / Beaver Girl (voice)"
1090,22,"Armin Mueller-Stahl",2,22,"Hannon Fuller/Grierson"
1892,22,"Kenny Baker",2,22,"R2-D2 / Paploo"
3594,22,"Virginia Madsen",1,22,"Agatha Sparrow / Fabrizia"
5491,22,"Tim Post",2,22,"Assistant Planetship / Psychlo Guard"
7278,22,"Ike Barinholtz",2,22,"Dane Cook Look-a-Like / Bond Villain / Prophet"
8592,22,"June Foray",1,22,"Katie valiant / wheezy weasel"
9447,22,"Stanley Ralph Ross",0,22,"The Bull Terrier / The Doberman (voice)"
10428,22,"Renoly Santiago",2,22,"Ramon Sanchez / 'Phantom Phreak'"
10490,22,"Seiko Matsuda",1,22,"Tina / Seiko Howard"
10527,22,"Fred Tatasciore",2,22,"Teetsi / Poacher #1 / Elephant (voice)"
11287,22,"Ren\u00e9e Coleman",1,22,"Alice Gaspers - Left Field / Center Field"
11827,22,"Harvey Atkin",2,22,"Alien / Henchman (voice)"
17578,22,"Jacquie Barnbrook",1,22,"Lady in the Phonebox / Old Lady"
26388,22,"Warner Loughlin",0,22,"Maryanne Conroy / Donna Mitchell / Rebecca Browning (voice)"
36658,22,"Katie Stuart",1,22,"Katherine \Kitty\ Pryde / Shadowcat"
44040,22,"Logan Marshall-Green",2,22,"Mechanic / Anthony \Tony\ Janekowski"
44896,22,"Stephen Root",2,22,"Doc / Merrimack / Mr. Snuggles (voice)"
49538,22,"James McAvoy",2,22,"Charles Xavier / Professor X"
64328,22,"Eric Jacobson",2,22,"Miss Piggy / Fozzie Bear / Animal / Sam Eagle / Marvin Suggs (voice)"
83542,22,"Martin Wuttke",2,22,"Mr. Boerhaave / Guard / Leary the Healer"
137106,22,"Liam Neeson",2,22,"Bad Cop / Good Cop / Pa Cop (voice)"
145220,22,"Dave Goelz",2,22,"Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf (voice)"
188161,22,"Rex Linn",2,22,"Sheriff / Narrator"
227783,22,"Scott McCord",2,22,"Police Officer / Misc. Animals (voice)"
285743,22,"Lyndon Smith",1,22,"Cora / Applicant"
106,23,"Kevin Peter Hall",2,23,"Helicopter Pilot / Predator"
242,23,"Franc D'Ambrosio",0,23,"Anthony Vito Corleone/Turiddu"
630,23,"Jack Haley",0,23,"\Hickory\ / The Tin Man"
762,23,"Eric Idle",2,23,"Dead Collector / Peasant 1 / Sir Robin the Not-Quite-So-Brave-as-Sir Launcelot / First Swamp Castle Guard / Concorde / Roger the Shrubber / Brother Maynard"
861,23,"Arnold Schwarzenegger",2,23,"Douglas Quaid/Hauser"
950,23,"Connor Anderson",0,23,"Rhino Boy / Beaver Boy (voice)"
1090,23,"Gretchen Mol",0,23,"Jane Fuller/Natasha Molinaro"
1724,23,"Lou Ferrigno",0,23,"Voice of The Incredible Hulk / Security Guard"
2062,23,"Julius Callahan",2,23,"Lalo / Francois (voice)"
8355,23,"Lucas Leguizamo",2,23,"Aardvark Boy / Beaver Kid #2 (voice)"
9447,23,"Russi Taylor",1,23,"The Pink Poodle / Choir Cat (voice)"
9907,23,"John DiMaggio",0,23,"Bud the Cow / Officer O'Hanlon (voice)"
9947,23,"Jennifer Garner",1,23,"Elektra Natchios / Elektra"
10156,23,"Rudy De Luca",0,23,"Prehistoric Man / Captain Mucus - The Roman Empire"
10192,23,"Cody Cameron",2,23,"Pinocchio / Three Pigs (voice)"
10428,23,"Fisher Stevens",2,23,"Eugene Belford / 'The Plague' / Mr. Babbage"
10527,23,"Eric Darnell",2,23,"Joe the Witch Doctor / Poacher #2 (voice)"
11459,23,"Jim Rash",2,23,"Mr. Grayson / Stitches"
11802,23,"Wally Wingert",2,23,"Splork / Infinity Probe / Pappy Ham (voice)"
12096,23,"Clive Owen",2,23,"Nigel Boswell/Agent 006 (uncredited)"
13909,23,"Frank McGrath",2,23,"Bugler / Indian (uncredited)"
15512,23,"Sean Bishop",0,23,"Private Bullhorn / Helicopter Pilot / Advisor Ortega (voice)"
17979,23,"Cary Elwes",2,23,"Portly Gentleman #1 / Dick Wilkins / Mad Fiddler / Guest #2 / Business Man #1"
29339,23,"Barry Humphries",2,23,"Mrs. Crummies/Mr. Leadville"
32657,23,"Maria Olsen",1,23,"Mrs. Dodds / Fury"
44040,23,"Bojana Novakovi\u0107",0,23,"Young Woman / Sarah Caraway"
49538,23,"Michael Fassbender",2,23,"Erik Lehnsherr / Magneto"
57089,23,"Phil LaMarr",2,23,"Wood / Ernesto (voice)"
59859,23,"Augustus Prew",2,23,"Todd / Ass Kicker"
64328,23,"Dave Goelz",2,23,"Gonzo / Dr. Bunsen Honeydew / Zoot / Beauregard / Waldorf / Kermit Moopet (voice)"
83542,23,"Zhu Zhu",0,23,"Megan Sixsmith / 12th Star Clone"
127585,23,"Evan Peters",2,23,"Peter Maximoff / Quicksilver"
246655,23,"Oscar Isaac",2,23,"En Sabah Nur / Apocalypse"
271110,23,"Elizabeth Olsen",1,23,"Wanda Maximoff / Scarlet Witch"
417859,23,"Latifa Ouaou",1,23,"Crazy Woman / Mean Girl / Milk Lady / Little Boy (voice)"
415,24,"Chris O'Donnell",2,24,"Dick Grayson / Robin"
606,24,"Klaus Maria Brandauer",2,24,"Baron Bror Blixen/Baron Hans Blixen"
752,24,"Hugo Weaving",2,24,"V / William Rookwood"
820,24,"Tommy Lee Jones",2,24,"Clay Shaw/Clay Bertrand"
957,24,"Mel Brooks",2,24,"President Skroob/Yoghurt"
1090,24,"Vincent D'Onofrio",2,24,"Jason Whitney/Jerry Ashton"
2310,24,"Ray Winstone",2,24,"Beowulf / Golden Man / Dragon"
3172,24,"January Jones",1,24,"Claire/Pink Boots"
8592,24,"Charles Fleischer",2,24,"Pyscho weasel / Greasy weasel"
8780,24,"Kevin Collins",2,24,"Architect / Rick"
9487,24,"Michael McShane",2,24,"Tuck / Roll (voice)"
10066,24,"Brian Van Holt",2,24,"Bo / Vincent"
10808,24,"Jamie Kennedy",0,24,"Bandit / Forest Animal / Animal Groupie #1 (voice)"
11551,24,"Christopher Guest",2,24,"Slamfist / Scratch-It"
11802,24,"Jessica Gee-George",0,24,"Ship Voice / Infinity Probe / Additional Voices (voice)"
11827,24,"Marilyn Lightstone",1,24,"Whore / Queen (voice)"
13173,24,"Zak Orth",2,24,"Prosecutor / Tour Guide Barge Michaelson"
15512,24,"Rich Dietl",2,24,"Commander / Advisor Smith (voice)"
17979,24,"Robin Wright",1,24,"Fan / Belle"
23629,24,"Monique Ganderton",1,24,"Lobotomy Nurse / High Roller Girl #1"
25132,24,"Ryan Lee",2,24,"Classmate / Neighborhood Kid (uncredited)"
36668,24,"Eric Dane",2,24,"Jamie Madrox / Multiple Man"
38319,24,"Charles Shaughnessy",2,24,"Narrator / Soul of the Maze"
59859,24,"Chlo\u00eb Grace Moretz",1,24,"Mindy Macready / Hit-Girl"
99861,24,"Paul Bettany",2,24,"Jarvis (voice) / Vision"
127585,24,"Lucas Till",2,24,"Alex Summers / Havok"
145220,24,"Bill Barretta",2,24,"Pepe the King Prawn / Rowlf the Dog / Dr. Teeth / The Swedish Chef / Bobo the Bear / Big Mean Carl / Baby Boss / Carlo Flamingo / Leprechaun Security Guard (voice)"
246655,24,"Ben Hardy",0,24,"Warren Worthington III / Angel"
260947,24,"Jerry L. Buxbaum",0,24,"Ed / Campus security"
267935,24,"\u00d3lafur Darri \u00d3lafsson",2,24,"Maidmasher / Cook"
339984,24,"Sierra Cheyenne Sizemore",0,24,"Dodgeball Player / Student (uncredited)"
12,25,"Vicki Lewis",1,25,"Deb / Flo (voice)"
165,25,"Michael J. Fox",2,25,"Marty McFly Sr. / Marty McFly Jr. / Marlene McFly"
425,25,"Josh Hamilton",2,25,"Dodo / Scrat (voice)"
630,25,"Margaret Hamilton",1,25,"Miss Gulch / The Wicked Witch of the West"
809,25,"Cody Cameron",2,25,"Pinocchio/Three Pigs (voice)"
817,25,"Mike Myers",2,25,"Austin Powers / Dr. Evil / Fat Bastard"
920,25,"John Ratzenberger",2,25,"Mack /Hamm Car/Abominable Snow Plow/P.T. Flea Car (voice)"
953,25,"David P. Smith",0,25,"Spider / Lemur #2"
987,25,"Harold Gould",2,25,"The Mayor/Herbie/Green Hornet"
3472,25,"Sergi L\u00f3pez",2,25,"Sneaky / Juan"
4688,25,"Christopher Tierney",0,25,"Dorm Buddy / Dancer"
9447,25,"Eddie Barth",2,25,"Nigel / Alan (voice)"
9928,25,"Marshall Efron",2,25,"Lamppost / Toilet Bot / Bass Drum / Microphone"
9988,25,"Erik Stolhanske",2,25,"Todd Wolfhouse / Young Baron Ludwig"
10428,25,"Laurence Mason",2,25,"Paul Cook / 'Lord Nikon'"
10530,25,"Jim Cummings",2,25,"Powhatan / Kekata (singing voice)"
11551,25,"Michael McKean",2,25,"Insaniac / Freakenstein"
11687,25,"Pierre Vial",0,25,"Wizard Eusebius / Monsieur Ferdinand"
13805,25,"John Di Domenico",0,25,"Dr. Phil Look-A-Like / Love Guru"
17979,25,"Bob Hoskins",2,25,"Fezziwig / Old Joe"
23629,25,"Lee Tomaschefski",1,25,"Lobotomy Nurse / High Roller Girl #2"
34851,25,"Brian Steele",2,25,"Berserker Predator / Falconer Predator"
36657,25,"Shawn Ashmore",2,25,"Bobby Drake / Iceman"
36668,25,"Cameron Bright",2,25,"Jimmy / Leech"
49444,25,"Lena Golia",0,25,"Pig Fan / Bunny (voice)"
49538,25,"January Jones",1,25,"Emma Frost / White Queen"
88005,25,"Amy Schumer",1,25,"Woman #1 / Lacey"
99861,25,"Don Cheadle",2,25,"James Rhodes / War Machine"
202575,25,"Robin Atkin Downes",2,25,"Jack / Carlo"
246655,25,"Lana Condor",1,25,"Jubilation Lee / Jubilee"
297761,25,"Jay Hernandez",2,25,"Chato Santana / El Diablo"
323675,25,"Michael Rose",2,25,"The Hitter / Gates"
417859,25,"Chris Miller",2,25,"Little Boy Blue / Friar Miller / Prison Guard / Manuel / Rafael (voice)"
588,26,"Roberto Campanella",0,26,"Red Pyramid/Janitor/Colin"
607,26,"Will Smith",2,26,"James Edwards / Agent J"
809,26,"Conrad Vernon",2,26,"Gingerbread Man/Cedric/Announcer/Muffin Man/Mongo (voice)"
3594,26,"Paul Butcher",2,26,"Young Fingerling / Young Walter"
5255,26,"Tom Hanks",2,26,"Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus (voice)"
8326,26,"Jim Wilkey",2,26,"Bus Driver / Kissed Stage Coach Driver"
9502,26,"Stephen Kearin",0,26,"Gong Pig / Grateful Bunny (voice)"
9899,26,"Meg Gillentine",0,26,"Usherette / Girl with Pearls / Little Old Lady / Tapping Brown Shirt"
10054,26,"Mike Judge",2,26,"Donnagon / Donnamight"
10615,26,"Chris Rock",2,26,"JB / Radio DJ / Pootie's Father"
11873,26,"Paul Geier",0,26,"\Two Brothers/Stranger\ Player"
12589,26,"Frank Welker",2,26,"Goddard (voice) / Poultra (voice)"
15512,26,"Rob Letterman",0,26,"Secret Service Man #1 / Lieutenant (voice)"
26672,26,"Toni Collette",1,26,"Nurse / Mad Holy Old Witch"
36657,26,"Sumela Kay",1,26,"Katherine \Kitty\ Pryde / Shadowcat"
36668,26,"Ken Leung",2,26,"Quentin Quire / Kid Omega"
38356,26,"Frank Welker",2,26,"Shockwave / Soundwave / Barricade (voice)"
44896,26,"James Ward Byrkit",2,26,"Waffles / Gordy / Papa Joad / Cousin Murt / Curlie / Knife Attacker / Rodent Kid (voice)"
49538,26,"Jennifer Lawrence",1,26,"Raven Darkholme / Mystique"
79940,26,"Ronnie Rodriguez",2,26,"Diamond Jim/ Johnny Depp"
82703,26,"Lauri Fraser",0,26,"Marie Antoinette / Egyptian Woman (voice)"
142061,26,"Tress MacNeille",1,26,"Selina Kyle / Bruno / Old Woman (voice)"
145220,26,"David Rudman",0,26,"Scooter / Janice / Miss Poogy / Bobby Benson / Wayne (voice)"
202575,26,"Brianne Siddall",1,26,"Thunder / Dylan"
241259,26,"Matt Lucas",2,26,"Tweedledee / Tweedledum"
246403,26,"Harley Quinn Smith",1,26,"Colleen McKenzie / Girl Clerk #1"
338,27,"Stefan Walz",0,27,"Taxifahrer / Sigmund J\u00e4hn"
587,27,"Helena Bonham Carter",1,27,"Younger & Older Jenny/The Witch"
607,27,"Linda Fiorentino",1,27,"Dr. Laurel Weaver / Agent L"
766,27,"Ted Raimi",2,27,"Cowardly Warrior/Second Supportive Villager/S-Mart Clerk"
1895,27,"Silas Carson",2,27,"Ki-Adi-Mundi / Nute Gunray"
2185,27,"Andy Richter",2,27,"Jack Pendick / Ralph Pendick"
5255,27,"Michael Jeter",2,27,"Smokey / Steamer (voice)"
9488,27,"Troy Robinson",2,27,"Magna Man / Waiter"
9549,27,"Levon Helm",2,27,"Jack Ridley / Narrator"
9899,27,"Bryn Dowling",0,27,"Usherette / Girl with Pearls / Little Old Lady / Bavarian Peasant"
10137,27,"Jim Doughan",0,27,"Det. Phil Allen / Lucky (voice)"
12589,27,"Rob Paulsen",2,27,"Carl Wheezer (voice) / Mr. Wheezer (voice) / Mrs. Wheezer (voice) / Kid in Classroom (voice)"
16869,27,"Alexander Fehling",2,27,"Staff Sergeant Wilhelm / Pola Negri"
23367,27,"Chance Morgan",0,27,"The Burning Hotels Guitar / Vocals"
23988,27,"Aaron Rota",0,27,"Hockey Boy / Kid #1"
36668,27,"Omahyra Mota",0,27,"Philippa Sontag / Arclight"
49538,27,"Kevin Bacon",2,27,"Sebastian Shaw / Black Bishop"
76757,27,"Neil Fingleton",2,27,"Sargon / Greegan"
145220,27,"Matt Vogel",0,27,"Constantine / Floyd Pepper / Sweetums / Pops / Robin / Lew Zealand / Crazy Harry / 80's Robot / Camilla / Uncle Deadly (voice)"
209112,27,"Ray Fisher",2,27,"Victor Stone / Cyborg"
228326,27,"Carlos Alazraqui",2,27,"General Posada / Dali / Chuy (voice)"
246403,27,"Lily-Rose Depp",1,27,"Colleen Collette / Girl Clerk #2"
267935,27,"Adam Godley",2,27,"Manhugger / Lout #1"
271110,27,"Don Cheadle",2,27,"Lieutenant James Rhodes / War Machine"
315011,27,"Toru Nomaguchi",2,27,"Tachikawa  Agency for Natural Resources and Energy / Electricity and Gas Industry Department Director"
